Blender 2.82 (sub 7) (hash 375c7dc4caf4 built 2020-03-12 05:30:40)
found bundled python: /usr/local/blender/2.82/python
Read blend: /blender/scene.blend
Fra:1 Mem:78.46M (0.00M, Peak 78.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Cube
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Plane
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Initializing
Fra:1 Mem:78.28M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Waiting for render to start
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Shaders
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Background
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes Flags
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Copying Transformations to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Applying Static Transformations
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair settings | Copying Hair settings to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing attributes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Building BVH
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building BVH
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing normals
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects Flags
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Images
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera Volume
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights | Computing distribution
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Integrator
Fra:1 Mem:80.08M (0.00M, Peak 80.08M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Film
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.28M, Peak:1.53M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Baking
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory | Compiling render kernels
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:46.96 | Remaining:00:05.18 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 463/510 Tiles, Denoised 425 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:46.99 | Remaining:00:05.14 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 464/510 Tiles, Denoised 425 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.08 | Remaining:00:05.13 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 464/510 Tiles, Denoised 426 tiles
Fra:1 Mem:149.72M (0.00M, Peak 150.87M) | Time:00:47.14 | Remaining:00:05.04 | Mem:71.17M, Peak:72.17M | Scene, View Layer | Rendered 465/510 Tiles, Denoised 426 tiles
Fra:1 Mem:149.08M (0.00M, Peak 150.87M) | Time:00:47.18 | Remaining:00:05.02 | Mem:70.52M, Peak:72.17M | Scene, View Layer | Rendered 465/510 Tiles, Denoised 427 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.21 | Remaining:00:04.98 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 465/510 Tiles, Denoised 428 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.22 | Remaining:00:04.91 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 465/510 Tiles, Denoised 429 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.23 | Remaining:00:04.89 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 466/510 Tiles, Denoised 429 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.27 | Remaining:00:04.74 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 467/510 Tiles, Denoised 429 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.29 | Remaining:00:04.72 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 468/510 Tiles, Denoised 429 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.53 | Remaining:00:04.72 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 468/510 Tiles, Denoised 430 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.59 | Remaining:00:04.63 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 469/510 Tiles, Denoised 430 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.61 | Remaining:00:04.61 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 469/510 Tiles, Denoised 431 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.63 | Remaining:00:04.57 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 469/510 Tiles, Denoised 432 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.68 | Remaining:00:04.46 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 470/510 Tiles, Denoised 432 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.69 | Remaining:00:04.42 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 471/510 Tiles, Denoised 432 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.69 | Remaining:00:04.40 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 471/510 Tiles, Denoised 433 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.76 | Remaining:00:04.31 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 472/510 Tiles, Denoised 433 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.80 | Remaining:00:04.29 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 472/510 Tiles, Denoised 434 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:47.86 | Remaining:00:04.21 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 473/510 Tiles, Denoised 434 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.90 | Remaining:00:04.19 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 473/510 Tiles, Denoised 435 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.95 | Remaining:00:04.11 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 473/510 Tiles, Denoised 436 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:47.96 | Remaining:00:04.06 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 473/510 Tiles, Denoised 437 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:47.97 | Remaining:00:04.04 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 474/510 Tiles, Denoised 437 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:48.03 | Remaining:00:03.91 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 475/510 Tiles, Denoised 437 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:48.03 | Remaining:00:03.87 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 476/510 Tiles, Denoised 437 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:48.14 | Remaining:00:03.81 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 477/510 Tiles, Denoised 437 tiles
Fra:1 Mem:150.08M (0.00M, Peak 150.87M) | Time:00:48.25 | Remaining:00:03.80 | Mem:71.52M, Peak:72.17M | Scene, View Layer | Rendered 477/510 Tiles, Denoised 438 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:48.30 | Remaining:00:03.78 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 477/510 Tiles, Denoised 439 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:48.35 | Remaining:00:03.69 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 478/510 Tiles, Denoised 439 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:48.38 | Remaining:00:03.67 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 478/510 Tiles, Denoised 440 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:48.43 | Remaining:00:03.59 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 479/510 Tiles, Denoised 440 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:48.48 | Remaining:00:03.57 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 479/510 Tiles, Denoised 441 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:48.53 | Remaining:00:03.49 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 480/510 Tiles, Denoised 441 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:48.58 | Remaining:00:03.47 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 480/510 Tiles, Denoised 442 tiles
Fra:1 Mem:148.42M (0.00M, Peak 150.87M) | Time:00:48.69 | Remaining:00:03.45 | Mem:69.87M, Peak:72.17M | Scene, View Layer | Rendered 480/510 Tiles, Denoised 443 tiles
Fra:1 Mem:148.36M (0.00M, Peak 150.87M) | Time:00:48.72 | Remaining:00:03.40 | Mem:69.80M, Peak:72.17M | Scene, View Layer | Rendered 480/510 Tiles, Denoised 444 tiles
Fra:1 Mem:148.80M (0.00M, Peak 150.87M) | Time:00:48.75 | Remaining:00:03.30 | Mem:70.24M, Peak:72.17M | Scene, View Layer | Rendered 481/510 Tiles, Denoised 444 tiles
Fra:1 Mem:149.24M (0.00M, Peak 150.87M) | Time:00:48.77 | Remaining:00:03.27 | Mem:70.68M, Peak:72.17M | Scene, View Layer | Rendered 482/510 Tiles, Denoised 444 tiles
Fra:1 Mem:149.23M (0.00M, Peak 150.87M) | Time:00:48.80 | Remaining:00:03.21 | Mem:70.67M, Peak:72.17M | Scene, View Layer | Rendered 483/510 Tiles, Denoised 444 tiles
Fra:1 Mem:148.71M (0.00M, Peak 150.87M) | Time:00:48.83 | Remaining:00:03.19 | Mem:70.15M, Peak:72.17M | Scene, View Layer | Rendered 483/510 Tiles, Denoised 445 tiles
Fra:1 Mem:148.21M (0.00M, Peak 150.87M) | Time:00:48.93 | Remaining:00:03.17 | Mem:69.65M, Peak:72.17M | Scene, View Layer | Rendered 483/510 Tiles, Denoised 446 tiles
Fra:1 Mem:147.69M (0.00M, Peak 150.87M) | Time:00:49.04 | Remaining:00:03.16 | Mem:69.14M, Peak:72.17M | Scene, View Layer | Rendered 483/510 Tiles, Denoised 447 tiles
Fra:1 Mem:148.13M (0.00M, Peak 150.87M) | Time:00:49.08 | Remaining:00:03.09 | Mem:69.57M, Peak:72.17M | Scene, View Layer | Rendered 484/510 Tiles, Denoised 447 tiles
Fra:1 Mem:147.63M (0.00M, Peak 150.87M) | Time:00:49.09 | Remaining:00:03.06 | Mem:69.07M, Peak:72.17M | Scene, View Layer | Rendered 484/510 Tiles, Denoised 448 tiles
Fra:1 Mem:147.62M (0.00M, Peak 150.87M) | Time:00:49.22 | Remaining:00:03.05 | Mem:69.06M, Peak:72.17M | Scene, View Layer | Rendered 484/510 Tiles, Denoised 449 tiles
Fra:1 Mem:146.55M (0.00M, Peak 150.87M) | Time:00:49.25 | Remaining:00:03.01 | Mem:68.00M, Peak:72.17M | Scene, View Layer | Rendered 484/510 Tiles, Denoised 450 tiles
Fra:1 Mem:146.99M (0.00M, Peak 150.87M) | Time:00:49.28 | Remaining:00:02.94 | Mem:68.44M, Peak:72.17M | Scene, View Layer | Rendered 485/510 Tiles, Denoised 450 tiles
Fra:1 Mem:147.00M (0.00M, Peak 150.87M) | Time:00:49.29 | Remaining:00:02.88 | Mem:68.44M, Peak:72.17M | Scene, View Layer | Rendered 485/510 Tiles, Denoised 451 tiles
Fra:1 Mem:147.00M (0.00M, Peak 150.87M) | Time:00:49.30 | Remaining:00:02.86 | Mem:68.45M, Peak:72.17M | Scene, View Layer | Rendered 486/510 Tiles, Denoised 451 tiles
Fra:1 Mem:147.00M (0.00M, Peak 150.87M) | Time:00:49.35 | Remaining:00:02.85 | Mem:68.45M, Peak:72.17M | Scene, View Layer | Rendered 486/510 Tiles, Denoised 452 tiles
Fra:1 Mem:147.00M (0.00M, Peak 150.87M) | Time:00:49.43 | Remaining:00:02.83 | Mem:68.45M, Peak:72.17M | Scene, View Layer | Rendered 486/510 Tiles, Denoised 453 tiles
Fra:1 Mem:147.44M (0.00M, Peak 150.87M) | Time:00:49.48 | Remaining:00:02.76 | Mem:68.89M, Peak:72.17M | Scene, View Layer | Rendered 487/510 Tiles, Denoised 453 tiles
Fra:1 Mem:146.01M (0.00M, Peak 150.87M) | Time:00:49.49 | Remaining:00:02.73 | Mem:67.46M, Peak:72.17M | Scene, View Layer | Rendered 487/510 Tiles, Denoised 454 tiles
Fra:1 Mem:146.00M (0.00M, Peak 150.87M) | Time:00:49.57 | Remaining:00:02.72 | Mem:67.44M, Peak:72.17M | Scene, View Layer | Rendered 487/510 Tiles, Denoised 455 tiles
Fra:1 Mem:146.43M (0.00M, Peak 150.87M) | Time:00:49.62 | Remaining:00:02.65 | Mem:67.88M, Peak:72.17M | Scene, View Layer | Rendered 488/510 Tiles, Denoised 455 tiles
Fra:1 Mem:145.16M (0.00M, Peak 150.87M) | Time:00:49.63 | Remaining:00:02.62 | Mem:66.60M, Peak:72.17M | Scene, View Layer | Rendered 488/510 Tiles, Denoised 456 tiles
Fra:1 Mem:144.50M (0.00M, Peak 150.87M) | Time:00:49.81 | Remaining:00:02.61 | Mem:65.94M, Peak:72.17M | Scene, View Layer | Rendered 488/510 Tiles, Denoised 457 tiles
Fra:1 Mem:144.00M (0.00M, Peak 150.87M) | Time:00:49.83 | Remaining:00:02.56 | Mem:65.44M, Peak:72.17M | Scene, View Layer | Rendered 488/510 Tiles, Denoised 458 tiles
Fra:1 Mem:144.43M (0.00M, Peak 150.87M) | Time:00:49.85 | Remaining:00:02.48 | Mem:65.88M, Peak:72.17M | Scene, View Layer | Rendered 489/510 Tiles, Denoised 458 tiles
Fra:1 Mem:144.43M (0.00M, Peak 150.87M) | Time:00:49.87 | Remaining:00:02.44 | Mem:65.88M, Peak:72.17M | Scene, View Layer | Rendered 490/510 Tiles, Denoised 458 tiles
Fra:1 Mem:144.43M (0.00M, Peak 150.87M) | Time:00:49.92 | Remaining:00:02.43 | Mem:65.88M, Peak:72.17M | Scene, View Layer | Rendered 490/510 Tiles, Denoised 459 tiles
Fra:1 Mem:143.01M (0.00M, Peak 150.87M) | Time:00:49.96 | Remaining:00:02.41 | Mem:64.46M, Peak:72.17M | Scene, View Layer | Rendered 490/510 Tiles, Denoised 460 tiles
Fra:1 Mem:143.00M (0.00M, Peak 150.87M) | Time:00:50.07 | Remaining:00:02.39 | Mem:64.44M, Peak:72.17M | Scene, View Layer | Rendered 490/510 Tiles, Denoised 461 tiles
Fra:1 Mem:143.43M (0.00M, Peak 150.87M) | Time:00:50.12 | Remaining:00:02.32 | Mem:64.88M, Peak:72.17M | Scene, View Layer | Rendered 491/510 Tiles, Denoised 461 tiles
Fra:1 Mem:142.01M (0.00M, Peak 150.87M) | Time:00:50.16 | Remaining:00:02.30 | Mem:63.46M, Peak:72.17M | Scene, View Layer | Rendered 491/510 Tiles, Denoised 462 tiles
Fra:1 Mem:142.00M (0.00M, Peak 150.87M) | Time:00:50.20 | Remaining:00:02.28 | Mem:63.44M, Peak:72.17M | Scene, View Layer | Rendered 491/510 Tiles, Denoised 463 tiles
Fra:1 Mem:142.43M (0.00M, Peak 150.87M) | Time:00:50.26 | Remaining:00:02.21 | Mem:63.88M, Peak:72.17M | Scene, View Layer | Rendered 492/510 Tiles, Denoised 463 tiles
Fra:1 Mem:141.13M (0.00M, Peak 150.87M) | Time:00:50.30 | Remaining:00:02.19 | Mem:62.57M, Peak:72.17M | Scene, View Layer | Rendered 492/510 Tiles, Denoised 464 tiles
Fra:1 Mem:141.00M (0.00M, Peak 150.87M) | Time:00:50.44 | Remaining:00:02.18 | Mem:62.44M, Peak:72.17M | Scene, View Layer | Rendered 492/510 Tiles, Denoised 465 tiles
Fra:1 Mem:141.43M (0.00M, Peak 150.87M) | Time:00:50.50 | Remaining:00:02.11 | Mem:62.88M, Peak:72.17M | Scene, View Layer | Rendered 493/510 Tiles, Denoised 465 tiles
Fra:1 Mem:140.01M (0.00M, Peak 150.87M) | Time:00:50.52 | Remaining:00:02.08 | Mem:61.46M, Peak:72.17M | Scene, View Layer | Rendered 493/510 Tiles, Denoised 466 tiles
Fra:1 Mem:140.00M (0.00M, Peak 150.87M) | Time:00:50.52 | Remaining:00:02.07 | Mem:61.44M, Peak:72.17M | Scene, View Layer | Rendered 493/510 Tiles, Denoised 467 tiles
Fra:1 Mem:140.43M (0.00M, Peak 150.87M) | Time:00:50.56 | Remaining:00:01.99 | Mem:61.88M, Peak:72.17M | Scene, View Layer | Rendered 494/510 Tiles, Denoised 467 tiles
Fra:1 Mem:139.01M (0.00M, Peak 150.87M) | Time:00:50.61 | Remaining:00:01.97 | Mem:60.46M, Peak:72.17M | Scene, View Layer | Rendered 494/510 Tiles, Denoised 468 tiles
Fra:1 Mem:139.26M (0.00M, Peak 150.87M) | Time:00:50.73 | Remaining:00:01.96 | Mem:60.70M, Peak:72.17M | Scene, View Layer | Rendered 494/510 Tiles, Denoised 469 tiles
Fra:1 Mem:138.00M (0.00M, Peak 150.87M) | Time:00:50.78 | Remaining:00:01.88 | Mem:59.44M, Peak:72.17M | Scene, View Layer | Rendered 494/510 Tiles, Denoised 470 tiles
Fra:1 Mem:138.43M (0.00M, Peak 150.87M) | Time:00:50.78 | Remaining:00:01.86 | Mem:59.88M, Peak:72.17M | Scene, View Layer | Rendered 495/510 Tiles, Denoised 470 tiles
Fra:1 Mem:138.45M (0.00M, Peak 150.87M) | Time:00:50.84 | Remaining:00:01.79 | Mem:59.89M, Peak:72.17M | Scene, View Layer | Rendered 496/510 Tiles, Denoised 470 tiles
Fra:1 Mem:138.43M (0.00M, Peak 150.87M) | Time:00:50.87 | Remaining:00:01.77 | Mem:59.88M, Peak:72.17M | Scene, View Layer | Rendered 496/510 Tiles, Denoised 471 tiles
Fra:1 Mem:137.01M (0.00M, Peak 150.87M) | Time:00:50.93 | Remaining:00:01.75 | Mem:58.46M, Peak:72.17M | Scene, View Layer | Rendered 496/510 Tiles, Denoised 472 tiles
Fra:1 Mem:137.00M (0.00M, Peak 150.87M) | Time:00:51.06 | Remaining:00:01.74 | Mem:58.44M, Peak:72.17M | Scene, View Layer | Rendered 496/510 Tiles, Denoised 473 tiles
Fra:1 Mem:137.43M (0.00M, Peak 150.87M) | Time:00:51.11 | Remaining:00:01.66 | Mem:58.88M, Peak:72.17M | Scene, View Layer | Rendered 497/510 Tiles, Denoised 473 tiles
Fra:1 Mem:137.45M (0.00M, Peak 150.87M) | Time:00:51.19 | Remaining:00:01.65 | Mem:58.89M, Peak:72.17M | Scene, View Layer | Rendered 497/510 Tiles, Denoised 474 tiles
Fra:1 Mem:136.01M (0.00M, Peak 150.87M) | Time:00:51.20 | Remaining:00:01.63 | Mem:57.46M, Peak:72.17M | Scene, View Layer | Rendered 497/510 Tiles, Denoised 475 tiles
Fra:1 Mem:136.45M (0.00M, Peak 150.87M) | Time:00:51.26 | Remaining:00:01.55 | Mem:57.89M, Peak:72.17M | Scene, View Layer | Rendered 498/510 Tiles, Denoised 475 tiles
Fra:1 Mem:135.01M (0.00M, Peak 150.87M) | Time:00:51.27 | Remaining:00:01.53 | Mem:56.46M, Peak:72.17M | Scene, View Layer | Rendered 498/510 Tiles, Denoised 476 tiles
Fra:1 Mem:135.00M (0.00M, Peak 150.87M) | Time:00:51.43 | Remaining:00:01.52 | Mem:56.44M, Peak:72.17M | Scene, View Layer | Rendered 498/510 Tiles, Denoised 477 tiles
Fra:1 Mem:135.58M (0.00M, Peak 150.87M) | Time:00:51.48 | Remaining:00:01.45 | Mem:57.03M, Peak:72.17M | Scene, View Layer | Rendered 499/510 Tiles, Denoised 477 tiles
Fra:1 Mem:134.01M (0.00M, Peak 150.87M) | Time:00:51.49 | Remaining:00:01.42 | Mem:55.46M, Peak:72.17M | Scene, View Layer | Rendered 499/510 Tiles, Denoised 478 tiles
Fra:1 Mem:134.00M (0.00M, Peak 150.87M) | Time:00:51.57 | Remaining:00:01.41 | Mem:55.44M, Peak:72.17M | Scene, View Layer | Rendered 499/510 Tiles, Denoised 479 tiles
Fra:1 Mem:133.00M (0.00M, Peak 150.87M) | Time:00:51.63 | Remaining:00:01.35 | Mem:54.44M, Peak:72.17M | Scene, View Layer | Rendered 499/510 Tiles, Denoised 480 tiles
Fra:1 Mem:133.43M (0.00M, Peak 150.87M) | Time:00:51.64 | Remaining:00:01.31 | Mem:54.88M, Peak:72.17M | Scene, View Layer | Rendered 500/510 Tiles, Denoised 480 tiles
Fra:1 Mem:133.57M (0.00M, Peak 150.87M) | Time:00:51.67 | Remaining:00:01.24 | Mem:55.01M, Peak:72.17M | Scene, View Layer | Rendered 501/510 Tiles, Denoised 480 tiles
Fra:1 Mem:133.43M (0.00M, Peak 150.87M) | Time:00:51.81 | Remaining:00:01.22 | Mem:54.88M, Peak:72.17M | Scene, View Layer | Rendered 501/510 Tiles, Denoised 481 tiles
Fra:1 Mem:132.01M (0.00M, Peak 150.87M) | Time:00:51.87 | Remaining:00:01.20 | Mem:53.46M, Peak:72.17M | Scene, View Layer | Rendered 501/510 Tiles, Denoised 482 tiles
Fra:1 Mem:132.00M (0.00M, Peak 150.87M) | Time:00:51.92 | Remaining:00:01.19 | Mem:53.44M, Peak:72.17M | Scene, View Layer | Rendered 501/510 Tiles, Denoised 483 tiles
Fra:1 Mem:132.43M (0.00M, Peak 150.87M) | Time:00:51.96 | Remaining:00:01.11 | Mem:53.88M, Peak:72.17M | Scene, View Layer | Rendered 502/510 Tiles, Denoised 483 tiles
Fra:1 Mem:131.13M (0.00M, Peak 150.87M) | Time:00:52.02 | Remaining:00:01.09 | Mem:52.57M, Peak:72.17M | Scene, View Layer | Rendered 502/510 Tiles, Denoised 484 tiles
Fra:1 Mem:131.00M (0.00M, Peak 150.87M) | Time:00:52.11 | Remaining:00:01.08 | Mem:52.44M, Peak:72.17M | Scene, View Layer | Rendered 502/510 Tiles, Denoised 485 tiles
